DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	55190	957.38989	0.29948	0.76129	12.53264	0.90477	1	0.68543	0.77374	12.73219	0.91117	1	-0.03148	-0.02863	0.57514	0.00406	1	0.03100	-0.03046	0.58332	0.00378	1	0	0.00000	20	START_RECORDING	
SMP	55191	957.41736	0.29962	0.76270	12.99143	0.91117	1	0.68563	0.77467	13.26514	0.91117	1	-0.03086	-0.02813	0.56397	0.00403	1	0.02961	-0.02910	0.55628	0.00358	1	0	0.00000	19	START_RECORDING	
SMP	55192	957.42542	0.29944	0.76287	13.00265	0.91117	1	0.68542	0.77416	12.92653	0.90477	1	-0.03086	-0.02813	0.56397	0.00410	1	0.02961	-0.02910	0.55628	0.00398	1	0	0.00000	19	START_RECORDING	
SMP	55193	957.44519	0.29966	0.76343	12.90815	0.90477	1	0.68549	0.77497	13.18326	0.89837	1	-0.03086	-0.02813	0.56397	0.00420	1	0.02961	-0.02910	0.55628	0.00390	1	0	0.00000	19	START_RECORDING	
SMP	55194	957.45618	0.30041	0.76248	12.18819	0.88695	1	0.68535	0.77503	12.46164	0.88055	1	-0.02960	-0.02717	0.54279	0.00400	1	0.02961	-0.02915	0.55628	0.00376	1	0	0.00000	19	START_RECORDING	
SMP	55195	957.46686	0.30066	0.76266	12.23934	0.86913	1	0.68604	0.77540	12.02653	0.86913	1	-0.02960	-0.02717	0.54279	0.00409	1	0.02961	-0.02915	0.55628	0.00385	1	0	0.00000	19	START_RECORDING	
SMP	55196	957.48230	0.30048	0.76255	12.38377	0.85771	1	0.68612	0.77553	12.05804	0.85771	1	-0.02960	-0.02717	0.54279	0.00402	1	0.02961	-0.02915	0.55628	0.00385	1	0	0.00000	19	START_RECORDING	
SMP	55197	957.54065	0.30088	0.76297	12.20812	0.84629	1	0.68635	0.77518	12.22814	0.84629	1	-0.02960	-0.02717	0.54279	0.00413	1	0.02961	-0.02915	0.55628	0.00391	1	0	0.00000	19	START_RECORDING	
SMP	55198	957.55273	0.63687	0.71462	29.52622	0.85771	1	0.68635	0.77518	12.22814	0.85771	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	0	0.00000	19	START_RECORDING	
SMP	55199	957.56592	0.63687	0.71462	29.52622	0.86913	0	0.68635	0.77518	12.22814	0.86913	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	0	0.00000	19	START_RECORDING	
