,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,RPUPILD,RPUPILV,BKID,BKDUR,BKPMIN,EEG,task
620,0.30815,0.16140,11.88762,1.14668,1,0.64910,0.15011,12.26414,1.14668,1,-0.03484,0.03814,0.64992,0.00350,1,0.02700,0.03912,0.64598,0.00370,1,0,0.00000,29,50,happy
621,0.30817,0.16142,11.94536,1.14668,1,0.64903,0.15007,12.18943,1.14668,1,-0.03484,0.03814,0.64992,0.00334,1,0.02700,0.03912,0.64598,0.00366,1,0,0.00000,29,64,happy
622,0.30824,0.16127,11.91488,1.14668,1,0.64891,0.15006,12.02189,1.14668,1,-0.03484,0.03814,0.64992,0.00344,1,0.02700,0.03912,0.64598,0.00367,1,0,0.00000,29,61,happy
623,0.30816,0.16140,11.84847,1.14668,1,0.64897,0.15009,12.09877,1.14668,1,-0.03484,0.03814,0.64992,0.00338,1,0.02700,0.03912,0.64598,0.00371,1,0,0.00000,29,73,happy
624,0.30792,0.16150,11.95613,1.13689,1,0.64841,0.15006,12.08936,1.13689,1,-0.03452,0.03772,0.64276,0.00329,1,0.02723,0.03970,0.65444,0.00391,1,0,0.00000,29,73,happy
625,0.30769,0.16172,11.60382,1.13689,1,0.64797,0.15037,11.95160,1.13689,1,-0.03525,0.03839,0.65527,0.00335,1,0.02723,0.03970,0.65444,0.00378,1,0,0.00000,29,80,happy
626,0.30730,0.16158,11.87924,1.13689,1,0.64806,0.14981,11.92892,1.13689,1,-0.03525,0.03839,0.65527,0.00329,1,0.02723,0.03970,0.65444,0.00354,1,0,0.00000,29,80,happy
627,0.30777,0.16161,12.14522,1.13689,1,0.64836,0.14995,11.42431,1.13689,1,-0.03484,0.03814,0.64992,0.00334,1,0.02744,0.04006,0.65938,0.00355,1,0,0.00000,29,80,happy
628,0.30794,0.16145,11.89830,1.14668,1,0.64839,0.14955,11.93309,1.14668,1,-0.03484,0.03814,0.64992,0.00334,1,0.02744,0.04006,0.65938,0.00372,1,0,0.00000,29,80,happy
629,0.30783,0.16122,11.96809,1.14668,1,0.64844,0.14968,11.59129,1.14668,1,-0.03484,0.03814,0.64992,0.00328,1,0.02744,0.04006,0.65938,0.00374,1,0,0.00000,29,60,happy
630,0.30808,0.16132,11.62162,1.14668,1,0.64856,0.14981,11.77474,1.14668,1,-0.03484,0.03814,0.64992,0.00334,1,0.02744,0.04006,0.65938,0.00373,1,0,0.00000,29,103,happy
631,0.30834,0.16143,11.70376,1.14668,1,0.64888,0.14918,11.22883,1.14668,1,-0.03484,0.03814,0.64992,0.00333,1,0.02744,0.04006,0.65938,0.00379,1,0,0.00000,29,103,happy
632,0.30832,0.16143,11.71703,1.14668,1,0.64886,0.14929,11.65074,1.14668,1,-0.03484,0.03814,0.64992,0.00333,1,0.02744,0.04006,0.65938,0.00376,1,0,0.00000,29,72,happy
633,0.30879,0.16168,11.78358,1.14668,1,0.64953,0.14997,11.82124,1.14668,1,-0.03432,0.03777,0.64251,0.00334,1,0.02731,0.03963,0.65332,0.00358,1,0,0.00000,29,27,happy
634,0.30878,0.16160,11.89174,1.14668,1,0.64954,0.14992,11.84603,1.14668,1,-0.03432,0.03777,0.64251,0.00335,1,0.02731,0.03963,0.65332,0.00358,1,0,0.00000,29,27,happy
635,0.30904,0.16169,11.40363,1.14668,1,0.64923,0.15008,12.11699,1.14668,1,-0.03432,0.03777,0.64251,0.00343,1,0.02731,0.03963,0.65332,0.00358,1,0,0.00000,29,54,happy
636,0.30860,0.16135,11.43138,1.14668,1,0.64903,0.15022,12.21607,1.14668,1,-0.03486,0.03830,0.65262,0.00343,1,0.02731,0.03963,0.65332,0.00363,1,0,0.00000,29,54,happy
637,0.30870,0.16149,11.53630,1.14668,1,0.64945,0.14964,12.11263,1.14668,1,-0.03486,0.03830,0.65262,0.00342,1,0.02731,0.03963,0.65332,0.00367,1,0,0.00000,29,39,happy
638,0.30861,0.16133,11.56565,1.14668,1,0.64943,0.14955,11.99802,1.14668,1,-0.03486,0.03830,0.65262,0.00337,1,0.02731,0.03963,0.65332,0.00368,1,0,0.00000,29,39,happy
639,0.30848,0.16109,11.34036,1.14668,1,0.64891,0.14985,12.63775,1.14668,1,-0.03484,0.03814,0.64992,0.00342,1,0.02700,0.03924,0.64598,0.00360,1,0,0.00000,29,39,happy
640,0.30846,0.16148,11.40542,1.14668,1,0.64882,0.15009,12.76171,1.14668,1,-0.03484,0.03814,0.64992,0.00324,1,0.02700,0.03924,0.64598,0.00351,1,0,0.00000,29,39,happy
641,0.30849,0.16072,11.10574,1.14668,1,0.64867,0.14999,12.80053,1.14668,1,-0.03484,0.03814,0.64992,0.00346,1,0.02700,0.03924,0.64598,0.00355,1,0,0.00000,29,39,happy
642,0.30845,0.16164,11.38727,1.15797,1,0.64875,0.14981,12.48396,1.15797,1,-0.03605,0.03953,0.67353,0.00329,1,0.02700,0.03924,0.64598,0.00364,1,0,0.00000,29,39,happy
643,0.30837,0.16141,11.41296,1.16927,1,0.64890,0.14962,12.75935,1.16927,1,-0.03605,0.03953,0.67353,0.00332,1,0.02700,0.03924,0.64598,0.00366,1,0,0.00000,29,39,happy
644,0.30875,0.16100,11.40364,1.15948,1,0.64936,0.14976,12.19173,1.15948,1,-0.03356,0.03706,0.62939,0.00344,1,0.02740,0.03976,0.65247,0.00362,1,0,0.00000,29,39,happy
645,0.30871,0.16122,11.32915,1.15948,1,0.64962,0.14943,12.20674,1.17024,1,-0.03446,0.03824,0.64740,0.00355,1,0.02852,0.04117,0.67770,0.00371,1,0,0.00000,29,39,happy
646,0.30871,0.16094,11.34773,1.15894,1,0.64975,0.14933,11.97916,1.14962,1,-0.03446,0.03824,0.64740,0.00359,1,0.02656,0.03834,0.63112,0.00370,1,0,0.00000,29,39,happy
647,0.30965,0.15949,11.48989,1.13832,1,0.65008,0.14928,12.52037,1.12900,1,-0.03446,0.03824,0.64740,0.00354,1,0.02656,0.03834,0.63112,0.00371,1,0,0.00000,29,39,happy
648,0.30993,0.16027,11.89482,1.13879,1,0.65008,0.14928,12.52037,1.12946,1,-0.03446,0.03824,0.64740,0.00377,1,0.02656,0.03834,0.63112,0.00372,1,0,0.00000,29,13,happy
649,0.30985,0.15993,11.60925,1.12946,1,0.65006,0.14933,12.63324,1.11870,1,-0.03516,0.03895,0.66054,0.00353,1,0.02740,0.03976,0.65247,0.00370,1,0,0.00000,29,24,happy
650,0.30989,0.16045,11.01067,1.11870,1,0.65049,0.14921,12.42063,1.12803,1,-0.03516,0.03895,0.66054,0.00363,1,0.02740,0.03976,0.65247,0.00368,1,0,0.00000,29,24,happy
651,0.30938,0.16058,11.72874,1.12803,1,0.64984,0.14922,12.36656,1.13735,1,-0.03516,0.03895,0.66054,0.00363,1,0.02740,0.03976,0.65247,0.00373,1,0,0.00000,29,24,happy
652,0.30909,0.16069,11.70749,1.12756,1,0.64989,0.14893,11.81393,1.13689,1,-0.03356,0.03706,0.62939,0.00348,1,0.02740,0.03976,0.65247,0.00365,1,0,0.00000,29,45,happy
653,0.30911,0.16061,11.61311,1.12710,1,0.64975,0.14910,11.94966,1.12710,1,-0.03356,0.03706,0.62939,0.00342,1,0.02740,0.03976,0.65247,0.00365,1,0,0.00000,29,45,happy
654,0.30943,0.16103,11.45673,1.11731,1,0.64985,0.14889,11.80081,1.11731,1,-0.03356,0.03706,0.62939,0.00344,1,0.02740,0.03976,0.65247,0.00364,1,0,0.00000,29,3,happy
655,0.30922,0.16070,11.46017,1.10752,1,0.64990,0.14896,11.81777,1.10752,1,-0.03351,0.03694,0.62836,0.00356,1,0.02740,0.03976,0.65247,0.00364,1,0,0.00000,29,3,happy
656,0.30949,0.16076,10.94652,1.10752,1,0.64994,0.14881,11.83514,1.10752,1,-0.03351,0.03694,0.62836,0.00351,1,0.02740,0.03976,0.65247,0.00375,1,0,0.00000,29,26,happy
657,0.30921,0.16038,11.32784,1.11731,1,0.64998,0.14878,11.50625,1.11731,1,-0.03446,0.03824,0.64740,0.00362,1,0.02740,0.03976,0.65247,0.00380,1,0,0.00000,29,22,happy
658,0.30937,0.15920,10.94845,1.12710,1,0.65009,0.14894,11.61899,1.12710,1,-0.03446,0.03824,0.64740,0.00325,1,0.02740,0.03976,0.65247,0.00370,1,0,0.00000,29,22,happy
659,0.30950,0.15947,10.73518,1.13689,1,0.65009,0.14894,11.61899,1.13689,1,-0.03446,0.03824,0.64740,0.00349,1,0.02740,0.03976,0.65247,0.00371,1,0,0.00000,29,12,happy
660,0.31005,0.15989,10.99293,1.14668,1,0.65035,0.14839,12.31329,1.14668,1,-0.03446,0.03824,0.64740,0.00357,1,0.02762,0.03985,0.65488,0.00398,1,0,0.00000,29,51,happy
661,0.31001,0.15939,11.18366,1.14668,1,0.65022,0.14850,12.20117,1.14668,1,-0.03446,0.03824,0.64740,0.00339,1,0.02762,0.03985,0.65488,0.00385,1,0,0.00000,29,32,happy
662,0.30996,0.15907,11.28428,1.14668,1,0.65006,0.14856,11.90345,1.14668,1,-0.03446,0.03824,0.64740,0.00339,1,0.02762,0.03985,0.65488,0.00400,1,0,0.00000,29,49,happy
663,0.30989,0.15920,11.58517,1.14668,1,0.65011,0.14838,11.92936,1.14668,1,-0.03446,0.03824,0.64740,0.00340,1,0.02779,0.04015,0.65886,0.00389,1,0,0.00000,29,4,happy
664,0.31003,0.15941,11.53630,1.14668,1,0.65062,0.14777,11.98760,1.14668,1,-0.03446,0.03824,0.64740,0.00342,1,0.02779,0.04015,0.65886,0.00371,1,0,0.00000,29,4,happy
665,0.31003,0.15941,11.53630,1.14668,1,0.65020,0.14862,12.49601,1.14668,1,-0.03446,0.03824,0.64740,0.00343,1,0.02779,0.04015,0.65886,0.00355,1,0,0.00000,29,4,happy
666,0.31015,0.15985,11.56503,1.15797,1,0.65033,0.14832,12.27607,1.15797,1,-0.03610,0.04012,0.67931,0.00337,1,0.02779,0.04015,0.65886,0.00364,1,0,0.00000,29,24,happy
667,0.31006,0.15940,11.53040,1.16927,1,0.65042,0.14872,12.57044,1.16927,1,-0.03610,0.04012,0.67931,0.00347,1,0.02779,0.04015,0.65886,0.00366,1,0,0.00000,29,37,happy
668,0.31006,0.15940,11.53040,1.18056,1,0.65047,0.14881,12.39846,1.18056,1,-0.03610,0.04012,0.67931,0.00347,1,0.02779,0.04015,0.65886,0.00374,1,0,0.00000,29,8,happy
669,0.31015,0.16012,11.64618,1.19185,1,0.65047,0.14896,12.53702,1.19185,1,-0.03562,0.03952,0.67022,0.00327,1,0.02779,0.04015,0.65886,0.00381,1,0,0.00000,29,26,happy
670,0.31003,0.15971,11.54951,1.19185,1,0.65021,0.14936,12.62310,1.19185,1,-0.03562,0.03952,0.67022,0.00361,1,0.02779,0.04015,0.65886,0.00370,1,0,0.00000,29,43,happy
671,0.31000,0.15988,11.00820,1.18056,1,0.64987,0.14915,12.23148,1.18056,1,-0.03446,0.03824,0.64740,0.00352,1,0.02762,0.03985,0.65488,0.00377,1,0,0.00000,29,76,happy
672,0.31021,0.16058,10.95357,1.16926,1,0.65009,0.14894,11.61899,1.16926,1,-0.03446,0.03824,0.64740,0.00375,1,0.02762,0.03985,0.65488,0.00371,1,0,0.00000,29,55,happy
673,0.31026,0.16064,11.18943,1.15797,1,0.65009,0.14894,11.61899,1.15797,1,-0.03446,0.03824,0.64740,0.00377,1,0.02762,0.03985,0.65488,0.00371,1,0,0.00000,29,36,happy
674,0.30951,0.16031,11.02856,1.14668,1,0.64970,0.14921,12.00566,1.14668,1,-0.03516,0.03895,0.66054,0.00365,1,0.02740,0.03976,0.65247,0.00371,1,0,0.00000,29,52,happy
675,0.30909,0.16039,11.55625,1.14668,1,0.64994,0.14869,11.83395,1.14668,1,-0.03516,0.03895,0.66054,0.00367,1,0.02740,0.03976,0.65247,0.00370,1,0,0.00000,29,86,happy
676,0.30906,0.16049,11.62753,1.14668,1,0.64994,0.14869,11.83395,1.14668,1,-0.03516,0.03895,0.66054,0.00355,1,0.02740,0.03976,0.65247,0.00370,1,0,0.00000,29,109,happy
677,0.30906,0.16049,11.62753,1.14668,1,0.65007,0.14864,11.58350,1.14668,1,-0.03446,0.03824,0.64740,0.00354,1,0.02740,0.03976,0.65247,0.00374,1,0,0.00000,29,76,happy
678,0.30944,0.15966,11.18064,1.14668,1,0.64987,0.14834,11.76500,1.14668,1,-0.03446,0.03824,0.64740,0.00335,1,0.02740,0.03976,0.65247,0.00377,1,0,0.00000,29,77,happy
679,0.30944,0.15966,11.18064,1.14668,1,0.64987,0.14834,11.76500,1.14668,1,-0.03446,0.03824,0.64740,0.00335,1,0.02740,0.03976,0.65247,0.00377,1,0,0.00000,29,22,happy
680,0.31013,0.15949,11.09762,1.14668,1,0.65011,0.14843,11.62767,1.13735,1,-0.03446,0.03824,0.64740,0.00353,1,0.02656,0.03846,0.63111,0.00380,1,0,0.00000,29,33,happy
681,0.30999,0.15970,11.58999,1.13735,1,0.65037,0.14819,12.34952,1.12803,1,-0.03446,0.03824,0.64740,0.00328,1,0.02656,0.03846,0.63111,0.00387,1,0,0.00000,29,3,happy
682,0.30995,0.15946,11.58487,1.12803,1,0.65037,0.14819,12.34952,1.11870,1,-0.03446,0.03824,0.64740,0.00334,1,0.02656,0.03846,0.63111,0.00387,1,0,0.00000,29,9,happy
683,0.31002,0.15959,11.63954,1.14129,1,0.65048,0.14784,12.46297,1.15061,1,-0.03610,0.04012,0.67931,0.00333,1,0.02762,0.03997,0.65488,0.00369,1,0,0.00000,29,25,happy
684,0.31002,0.15893,11.74526,1.16191,1,0.65051,0.14787,12.71389,1.17123,1,-0.03610,0.04012,0.67931,0.00347,1,0.02762,0.03997,0.65488,0.00367,1,0,0.00000,29,32,happy
685,0.31005,0.15888,11.78608,1.17123,1,0.65044,0.14794,12.76892,1.18056,1,-0.03462,0.03854,0.65256,0.00347,1,0.02725,0.03943,0.64608,0.00360,1,0,0.00000,29,40,happy
686,0.30998,0.15898,11.90544,1.16926,1,0.65041,0.14789,12.51873,1.16926,1,-0.03462,0.03854,0.65256,0.00342,1,0.02725,0.03943,0.64608,0.00361,1,0,0.00000,29,10,happy
687,0.31009,0.15887,11.94201,1.15797,1,0.65041,0.14789,12.51873,1.15797,1,-0.03462,0.03854,0.65256,0.00343,1,0.02725,0.03943,0.64608,0.00361,1,0,0.00000,29,0,happy
688,0.31002,0.15895,11.85286,1.14668,1,0.64981,0.14793,12.37325,1.15744,1,-0.03446,0.03824,0.64740,0.00343,1,0.02857,0.04143,0.67879,0.00357,1,0,0.00000,29,48,happy
689,0.30967,0.15859,11.44785,1.15744,1,0.65029,0.14770,12.46376,1.16820,1,-0.03446,0.03824,0.64740,0.00340,1,0.02857,0.04143,0.67879,0.00347,1,0,0.00000,29,45,happy
690,0.30929,0.15838,11.94784,1.16820,1,0.65010,0.14761,12.24522,1.17896,1,-0.03446,0.03824,0.64740,0.00326,1,0.02857,0.04143,0.67879,0.00347,1,0,0.00000,29,34,happy
691,0.30976,0.15881,11.48250,1.17896,1,0.64987,0.14745,12.38616,1.17896,1,-0.03446,0.03824,0.64740,0.00372,1,0.02718,0.03950,0.64729,0.00347,1,0,0.00000,29,69,happy
692,0.30912,0.15846,11.50493,1.17896,1,0.64949,0.14784,12.05916,1.16820,1,-0.03446,0.03824,0.64740,0.00360,1,0.02718,0.03950,0.64729,0.00359,1,0,0.00000,29,69,happy
693,0.30871,0.15839,11.58770,1.16820,1,0.64946,0.14773,12.30336,1.15744,1,-0.03446,0.03824,0.64740,0.00350,1,0.02718,0.03950,0.64729,0.00359,1,0,0.00000,29,69,happy
694,0.30866,0.15866,11.58208,1.15744,1,0.64953,0.14780,12.35095,1.14668,1,-0.03486,0.03855,0.65262,0.00347,1,0.02700,0.03936,0.64598,0.00353,1,0,0.00000,29,69,happy
695,0.30861,0.15877,11.63960,1.14668,1,0.64956,0.14781,12.31763,1.14668,1,-0.03486,0.03855,0.65262,0.00346,1,0.02700,0.03936,0.64598,0.00353,1,0,0.00000,29,69,happy
696,0.30861,0.15882,11.80782,1.14668,1,0.64935,0.14756,12.06799,1.14668,1,-0.03486,0.03855,0.65262,0.00345,1,0.02700,0.03936,0.64598,0.00362,1,0,0.00000,29,68,happy
697,0.30861,0.15882,11.80782,1.14668,1,0.64923,0.14749,12.51935,1.14668,1,-0.03453,0.03811,0.64628,0.00345,1,0.02731,0.03987,0.65332,0.00362,1,0,0.00000,29,113,happy
698,0.30860,0.15881,11.72465,1.14668,1,0.64953,0.14783,12.27990,1.14668,1,-0.03453,0.03811,0.64628,0.00345,1,0.02731,0.03987,0.65332,0.00356,1,0,0.00000,29,113,happy
699,0.30860,0.15881,11.72465,1.14668,1,0.64933,0.14752,12.46471,1.14668,1,-0.03453,0.03811,0.64628,0.00345,1,0.02731,0.03987,0.65332,0.00360,1,0,0.00000,29,85,happy
700,0.30888,0.15848,12.09243,1.13689,1,0.64950,0.14774,12.29541,1.12756,1,-0.03356,0.03717,0.62940,0.00352,1,0.02610,0.03802,0.62299,0.00359,1,0,0.00000,29,74,happy
701,0.30900,0.15869,12.21508,1.11777,1,0.64947,0.14768,12.28345,1.10845,1,-0.03356,0.03717,0.62940,0.00346,1,0.02610,0.03802,0.62299,0.00361,1,0,0.00000,29,88,happy
702,0.30926,0.15889,12.33188,1.09866,1,0.64952,0.14761,12.23316,1.08933,1,-0.03356,0.03717,0.62940,0.00348,1,0.02610,0.03802,0.62299,0.00360,1,0,0.00000,29,87,happy
703,0.30935,0.15883,12.44220,1.07955,1,0.64905,0.14760,12.32489,1.07955,1,-0.03356,0.03717,0.62940,0.00350,1,0.02718,0.03957,0.64729,0.00369,1,0,0.00000,29,41,happy
704,0.30935,0.15883,12.44220,1.07955,1,0.64917,0.14743,12.09945,1.08887,1,-0.03356,0.03717,0.62940,0.00350,1,0.02718,0.03957,0.64729,0.00375,1,0,0.00000,29,34,happy
705,0.30918,0.15860,12.34357,1.08887,1,0.64899,0.14733,12.45162,1.09820,1,-0.03356,0.03717,0.62940,0.00347,1,0.02718,0.03957,0.64729,0.00375,1,0,0.00000,29,86,happy
706,0.30906,0.15800,12.25888,1.09820,1,0.64920,0.14750,12.81093,1.10752,1,-0.03356,0.03729,0.62940,0.00363,1,0.02740,0.03988,0.65247,0.00368,1,0,0.00000,29,106,happy
707,0.30906,0.15800,12.25888,1.10752,1,0.64918,0.14763,12.86521,1.10752,1,-0.03356,0.03729,0.62940,0.00363,1,0.02740,0.03988,0.65247,0.00363,1,0,0.00000,29,82,happy
708,0.30906,0.15800,12.25888,1.10752,1,0.64925,0.14736,12.73579,1.10752,1,-0.03356,0.03729,0.62940,0.00363,1,0.02740,0.03988,0.65247,0.00371,1,0,0.00000,29,41,happy
709,0.30905,0.15788,12.46950,1.11731,1,0.64915,0.14718,12.22534,1.11731,1,-0.03432,0.03801,0.64250,0.00358,1,0.02718,0.03963,0.64729,0.00377,1,0,0.00000,29,33,happy
710,0.30900,0.15773,12.12520,1.12710,1,0.64954,0.14699,12.36974,1.12710,1,-0.03432,0.03801,0.64250,0.00361,1,0.02718,0.03963,0.64729,0.00370,1,0,0.00000,29,73,happy
711,0.30867,0.15863,13.00762,1.14668,1,0.64951,0.14735,12.29867,1.14668,1,-0.03432,0.03801,0.64250,0.00344,1,0.02718,0.03963,0.64729,0.00369,1,0,0.00000,29,37,happy
712,0.30830,0.15899,12.34480,1.14668,1,0.64892,0.14762,13.07953,1.14668,1,-0.03484,0.03839,0.64992,0.00342,1,0.02700,0.03949,0.64598,0.00362,1,0,0.00000,29,22,happy
713,0.30824,0.15866,12.47464,1.14668,1,0.64914,0.14733,12.67194,1.14668,1,-0.03484,0.03839,0.64992,0.00334,1,0.02700,0.03949,0.64598,0.00357,1,0,0.00000,29,57,happy
714,0.30819,0.15851,12.65335,1.14668,1,0.64897,0.14740,12.86241,1.14668,1,-0.03484,0.03839,0.64992,0.00327,1,0.02700,0.03949,0.64598,0.00353,1,0,0.00000,29,20,happy
715,0.30787,0.15836,12.39957,1.14668,1,0.64836,0.14743,13.10562,1.14668,1,-0.03484,0.03839,0.64992,0.00344,1,0.02723,0.03994,0.65444,0.00357,1,0,0.00000,29,84,happy
716,0.30793,0.15854,12.18087,1.14668,1,0.64806,0.14739,12.68290,1.14668,1,-0.03484,0.03839,0.64992,0.00350,1,0.02723,0.03994,0.65444,0.00367,1,0,0.00000,29,89,happy
717,0.30787,0.15867,12.63264,1.14668,1,0.64797,0.14681,12.78594,1.14668,1,-0.03484,0.03839,0.64992,0.00349,1,0.02723,0.03994,0.65444,0.00374,1,0,0.00000,29,83,happy
718,0.30810,0.15895,12.76830,1.13689,1,0.64799,0.14670,12.74845,1.12756,1,-0.03452,0.03796,0.64276,0.00353,1,0.02573,0.03793,0.61963,0.00373,1,0,0.00000,28,72,happy
719,0.30802,0.15883,12.44220,1.11777,1,0.64772,0.14645,12.34774,1.10845,1,-0.03452,0.03796,0.64276,0.00350,1,0.02573,0.03793,0.61963,0.00380,1,0,0.00000,28,40,happy
720,0.30815,0.15852,12.34927,1.09866,1,0.64799,0.14670,12.74845,1.08933,1,-0.03452,0.03796,0.64276,0.00367,1,0.02573,0.03793,0.61963,0.00373,1,0,0.00000,28,75,happy
721,0.30834,0.15864,12.54623,1.08933,1,0.64816,0.14600,11.97000,1.08933,1,-0.03484,0.03839,0.64992,0.00357,1,0.02744,0.04037,0.65938,0.00396,1,0,0.00000,28,52,happy
722,0.30812,0.15825,12.36514,1.09912,1,0.64834,0.14720,12.33311,1.10845,1,-0.03484,0.03839,0.64992,0.00346,1,0.02744,0.04037,0.65938,0.00366,1,0,0.00000,28,57,happy
723,0.30821,0.15824,12.39096,1.11824,1,0.64810,0.14708,12.27714,1.12756,1,-0.03484,0.03839,0.64992,0.00357,1,0.02744,0.04037,0.65938,0.00374,1,0,0.00000,28,64,happy
724,0.30828,0.15825,12.36547,1.14864,1,0.64856,0.14713,12.40001,1.15797,1,-0.03605,0.03978,0.67353,0.00356,1,0.02723,0.04006,0.65444,0.00375,1,0,0.00000,28,64,happy
725,0.30860,0.15805,11.89155,1.16926,1,0.64873,0.14724,12.63324,1.16926,1,-0.03605,0.03978,0.67353,0.00363,1,0.02723,0.04006,0.65444,0.00370,1,0,0.00000,28,64,happy
726,0.30856,0.15798,11.86485,1.18056,1,0.64884,0.14675,12.27358,1.18056,1,-0.03605,0.03978,0.67353,0.00364,1,0.02723,0.04006,0.65444,0.00391,1,0,0.00000,28,64,happy
727,0.30877,0.15835,12.28256,1.18056,1,0.64881,0.14696,12.53689,1.18056,1,-0.03432,0.03801,0.64250,0.00349,1,0.02723,0.04006,0.65444,0.00379,1,0,0.00000,28,64,happy
728,0.30877,0.15829,12.25798,1.16926,1,0.64888,0.14672,12.38492,1.16926,1,-0.03432,0.03801,0.64250,0.00350,1,0.02723,0.04006,0.65444,0.00398,1,0,0.00000,28,64,happy
729,0.30887,0.15834,12.41539,1.15797,1,0.64879,0.14699,12.49880,1.15797,1,-0.03432,0.03801,0.64250,0.00349,1,0.02723,0.04006,0.65444,0.00381,1,0,0.00000,28,64,happy
730,0.30854,0.15841,11.97893,1.15797,1,0.64889,0.14658,12.58055,1.15797,1,-0.03573,0.03949,0.66756,0.00350,1,0.02723,0.04006,0.65444,0.00389,1,0,0.00000,28,121,happy
731,0.30820,0.15801,12.39503,1.16926,1,0.64903,0.14660,12.28778,1.16926,1,-0.03573,0.03949,0.66756,0.00355,1,0.02723,0.04006,0.65444,0.00384,1,0,0.00000,28,74,happy
732,0.30828,0.15825,12.42922,1.18056,1,0.64861,0.14663,12.94805,1.18056,1,-0.03573,0.03949,0.66756,0.00346,1,0.02723,0.04006,0.65444,0.00391,1,0,0.00000,28,12,happy
733,0.30790,0.15679,12.00515,1.19185,1,0.64813,0.14623,11.99213,1.19185,1,-0.03573,0.03949,0.66756,0.00371,1,0.02696,0.03972,0.64790,0.00396,1,0,0.00000,28,52,happy
734,0.30794,0.15792,12.11662,1.19185,1,0.64815,0.14630,12.42967,1.19185,1,-0.03573,0.03949,0.66756,0.00340,1,0.02696,0.03972,0.64790,0.00395,1,0,0.00000,28,64,happy
735,0.30860,0.15832,12.29881,1.18056,1,0.64815,0.14630,12.42967,1.18056,1,-0.03484,0.03839,0.64992,0.00368,1,0.02723,0.04006,0.65444,0.00396,1,0,0.00000,28,86,happy
736,0.30855,0.15830,12.12237,1.16926,1,0.64816,0.14637,12.36643,1.16926,1,-0.03484,0.03839,0.64992,0.00369,1,0.02723,0.04006,0.65444,0.00393,1,0,0.00000,28,36,happy
737,0.30802,0.15786,12.37306,1.15797,1,0.64792,0.14694,12.78154,1.15797,1,-0.03484,0.03839,0.64992,0.00344,1,0.02723,0.04006,0.65444,0.00378,1,0,0.00000,28,43,happy
738,0.30843,0.15815,12.33957,1.14667,1,0.64792,0.14694,12.78154,1.14667,1,-0.03484,0.03839,0.64992,0.00359,1,0.02696,0.03972,0.64790,0.00378,1,0,0.00000,28,7,happy
739,0.30850,0.15839,12.21152,1.14667,1,0.64792,0.14694,12.78154,1.14667,1,-0.03484,0.03839,0.64992,0.00360,1,0.02696,0.03972,0.64790,0.00378,1,0,0.00000,28,24,happy
740,0.30828,0.15822,12.58701,1.14667,1,0.64783,0.14703,12.77098,1.14667,1,-0.03484,0.03839,0.64992,0.00353,1,0.02696,0.03972,0.64790,0.00383,1,0,0.00000,28,74,happy
741,0.30834,0.15844,12.46810,1.14667,1,0.64807,0.14674,12.40547,1.14667,1,-0.03484,0.03839,0.64992,0.00353,1,0.02723,0.04006,0.65444,0.00389,1,0,0.00000,28,52,happy
742,0.30855,0.15837,12.14821,1.14667,1,0.64778,0.14735,12.61546,1.14667,1,-0.03484,0.03839,0.64992,0.00363,1,0.02723,0.04006,0.65444,0.00372,1,0,0.00000,28,90,happy
743,0.30838,0.15842,12.41620,1.14667,1,0.64778,0.14735,12.61546,1.14667,1,-0.03484,0.03839,0.64992,0.00356,1,0.02723,0.04006,0.65444,0.00372,1,0,0.00000,28,104,happy
744,0.30855,0.15837,12.14821,1.14667,1,0.64782,0.14699,12.31903,1.14667,1,-0.03484,0.03839,0.64992,0.00363,1,0.02723,0.04006,0.65444,0.00382,1,0,0.00000,28,45,happy
745,0.30860,0.15851,12.13341,1.14667,1,0.64828,0.14738,12.31403,1.14667,1,-0.03484,0.03839,0.64992,0.00362,1,0.02723,0.04006,0.65444,0.00371,1,0,0.00000,28,45,happy
746,0.30835,0.15830,12.26212,1.14667,1,0.64815,0.14684,12.44173,1.14667,1,-0.03484,0.03839,0.64992,0.00354,1,0.02723,0.04006,0.65444,0.00382,1,0,0.00000,28,39,happy
747,0.30850,0.15849,12.57667,1.15797,1,0.64794,0.14651,12.17912,1.15797,1,-0.03605,0.03978,0.67353,0.00354,1,0.02723,0.04006,0.65444,0.00381,1,0,0.00000,28,99,happy
748,0.30797,0.15795,12.07605,1.16926,1,0.64804,0.14707,12.04305,1.16926,1,-0.03605,0.03978,0.67353,0.00340,1,0.02723,0.04006,0.65444,0.00374,1,0,0.00000,28,77,happy
749,0.30792,0.15768,12.06039,1.18056,1,0.64794,0.14651,12.17912,1.18056,1,-0.03605,0.03978,0.67353,0.00348,1,0.02723,0.04006,0.65444,0.00380,1,0,0.00000,28,77,happy
750,0.30794,0.15772,11.96636,1.18056,1,0.64795,0.14657,12.05584,1.18056,1,-0.03484,0.03851,0.64992,0.00351,1,0.02723,0.04006,0.65444,0.00380,1,0,0.00000,28,77,happy
751,0.30784,0.15777,12.09489,1.16926,1,0.64810,0.14674,12.17923,1.16926,1,-0.03484,0.03851,0.64992,0.00354,1,0.02723,0.04006,0.65444,0.00375,1,0,0.00000,28,77,happy
